,Nome Vinho,Localidade,Harmoniza,Avaliação,Uva,Sentimento
990,Don Guerino Terroir Selection Malbec 2020,"Serra Gaúcha, Brasil",,Don Guerino Terroir Selection Malbec 2020 14 vol New Germany  Alto Feliz  RS  Brazil  Photo By Mi Taraborelli  Brazil  Tasted on June 2022 Insurmountable purple color aromas ripe red black fruits blackberry liqueur wood menthol chocolate leather fullbodied dry juicy powerful tannins balanced beautiful acidity great aging potential beautiful brazuca  It takes 43,Malbec,positive
991,Don Guerino Terroir Selection Malbec 2020,"Serra Gaúcha, Brasil",,Lunch Empório SoumaisBrasilBarra Tijuca Restaurant favors national wine Last month,Malbec,neutral
992,Don Guerino Terroir Selection Malbec 2020,"Serra Gaúcha, Brasil",,Undoubtedly Malbec Brazil,Malbec,positive
993,Don Guerino Terroir Selection Malbec 2020,"Serra Gaúcha, Brasil",,I repeat I 2018  Beautiful color beautiful aroma Intense  Rond  persistence,Malbec,positive
994,Don Guerino Terroir Selection Malbec 2020,"Serra Gaúcha, Brasil",,What spectacular color Incredible violaceous Slightly alcoholic aromas disturbs Very different Malbec With personality,Malbec,neutral
995,Don Guerino Terroir Selection Malbec 2020,"Serra Gaúcha, Brasil",,Violet ruby ripe fruits sweet spices complex aromatic,Malbec,neutral
996,Don Guerino Terroir Selection Malbec 2020,"Serra Gaúcha, Brasil",,Excellent wine Exceptional value money,Malbec,positive
997,Don Guerino Terroir Selection Malbec 2020,"Serra Gaúcha, Brasil",,oak red fruits,Malbec,neutral
998,Don Guerino Terroir Selection Malbec 2020,"Serra Gaúcha, Brasil",,intense ruby tinges glass  great intensity ripe black fruit jelly chocolate touch spices  dry medium body high fine tannins medium acidity high alcohol long finish hints tasting notes brazilian malbec malbecs day  tasting notes brazilian malbec malbecs day,Malbec,neutral
999,Don Guerino Terroir Selection Malbec 2020,"Serra Gaúcha, Brasil",,Rootstock Day  Casa Lide Curitiba 792022 Masterclass Don Guerino Charming Malbec produced Serra Gaúcha long maceration 12 months oak barrels 70 French 30 American 14 vol,Malbec,neutral
1000,Don Guerino Terroir Selection Malbec 2020,"Serra Gaúcha, Brasil",,Surprised national Malbec Black fruits violets vanilla chocolate leather cinnamon aromas Tannins lively Tasty persistence highlighting fruits touches vanilla,Malbec,positive
1001,Don Guerino Terroir Selection Malbec 2020,"Serra Gaúcha, Brasil",,Heres joke another selected grapes aging barrels result malbec potent tamed intense tannins Should improve time 40,Malbec,neutral
1002,Don Guerino Terroir Selection Malbec 2020,"Serra Gaúcha, Brasil",,The pleasant surprise 2023 Aroma oak dark fruits Definitely worth recommendation dark fruits,Malbec,positive
1003,Don Guerino Terroir Selection Malbec 2020,"Serra Gaúcha, Brasil",,CONFRARIA Perfect wine Chocolate mint Very good Too expensive,Malbec,positive
1004,Don Guerino Terroir Selection Malbec 2020,"Serra Gaúcha, Brasil",,Strong wine striking dry elegant structured,Malbec,positive
1005,Don Guerino Terroir Selection Malbec 2020,"Serra Gaúcha, Brasil",,Tasted Jorge Amado Wine Club Aged twelve months French American oak barrels Structured spontaneous malolactic fermentation ripe fruit leather coffee Soft tannins low acidity elegant,Malbec,positive
1006,Don Guerino Terroir Selection Malbec 2020,"Serra Gaúcha, Brasil",,I repeat Malbec Brazuca maturing 12 months barrels   Vivid ruby color Nose black fruits black plum fig blueberry vanilla spices dark chocolate Dry mouth medium body balanced 135 alcohol perfectly integrated,Malbec,positive
1007,Don Guerino Terroir Selection Malbec 2020,"Serra Gaúcha, Brasil",,Always good Reminds Argentine wines Very fullbodied intense fruity slightly woody Excellent,Malbec,positive
1008,Siesta Single Vineyard Malbec 2017,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",I tasted vintage months ago I maintain impression Very good ripe fruit present soft tannins chocolatey finish 92 pts,Malbec,positive
1009,Siesta Single Vineyard Malbec 2017,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Fullbodied aromas black fruits Intense fruity slightly high acidity Delicious wine,Malbec,positive
1010,Siesta Single Vineyard Malbec 2017,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Balanced complex intense,Malbec,neutral
1011,Siesta Single Vineyard Malbec 2017,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Good Malbec  correct  typical  It meat 89 pts,Malbec,neutral
1012,Siesta Single Vineyard Malbec 2017,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Very good Powerful striking tannins,Malbec,positive
1013,Siesta Single Vineyard Malbec 2017,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",A round organic low acidity round tannins easy drink,Malbec,neutral
1014,Siesta Single Vineyard Malbec 2017,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Overgrown opening The red fruits stand out The leather scent strong,Malbec,neutral
1015,Siesta Single Vineyard Malbec 2017,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Exceptional deep ruby black fruits wellbalanced tannins worthy Easter Sunday,Malbec,positive
1016,Siesta Single Vineyard Malbec 2017,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",From roger Good wine,Malbec,positive
1024,Siesta Single Vineyard Malbec 2017,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Yes Great biodynamic malbec Light fruit vanilla licorice  Well integrated mouth A voluminous liquid mouth,Malbec,positive
1028,Rutini Dominio Malbec 2019,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Ending style Line 1st barbecue tasters borders First tasting single vineyard version Rutini Bão dimais Super dense violet persistent tears Plenty wood black fruits spices coffee Body  persistent,Malbec,neutral
1029,Rutini Dominio Malbec 2019,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Black fruits blackberry jam In mouth acidity soft light touch pepper Good persistence,Malbec,positive
1030,Rutini Dominio Malbec 2019,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Excellent Malbec intense touch vanilla dark fruits I recommend great wine,Malbec,positive
1031,Rutini Dominio Malbec 2019,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Excellent balanced red meat black fruit plum,Malbec,positive
1032,Rutini Dominio Malbec 2019,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Easy drinking wine With light acidity,Malbec,neutral
1035,Rutini Dominio Malbec 2019,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Very rich fullbodied wonderfully starting work Argentina,Malbec,positive
1042,Rutini Dominio Malbec 2019,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Very blend Malbec 60 Argentine Cabernet Franc 40 12 months French oak Violet aroma plum cherry currant Medium fresh body Intense flavor Very nice Argentinian blend Malbec 60 Cabernet Franc 40 12 months french oak Violet aromas plum cherry gooseberry Intense flavour,Malbec,positive
1043,Rutini Dominio Malbec 2019,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Dominio Malbec 2019 Rutini made grapes Uco Valley Aged French oak barrels 12 months Aging potential 10 years  Light purple reddish flashes  Expressive fruit notes plums blackberries strawberries stand out Floral background shy vanilla  Good body acidity astringent long finish palate Good Rutini I chorizo steak Dry Age meats cheers 9,Malbec,positive
1044,Rutini Dominio Malbec 2019,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Ripped red fruits  slightly spice  Great Malbec,Malbec,positive
1045,Rutini Dominio Malbec 2019,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Limpid garnet red violet reflections On nose fruity aromas plum floral aromas violet spicy touch licorice stand out In mouth typicity varietal presented flavors black fruit juicy fresh balanced acidity,Malbec,neutral
1046,Rutini Dominio Malbec 2019,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",I Dominio malbec blend course RPC Intense red color purple rims fruity floral aromas fresh flavors palate On nose raspberry flowers spices tobacco vanilla stand out Medium body palate elegant balanced Medium acidity soft tannins give friendly pleasant finish,Malbec,positive
1047,Rutini Dominio Malbec 2019,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Exquisite Malbec,Malbec,positive
1048,Tikal Amorío Malbec 2021,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Excellent blend Malbecs regions Mendoza It delivers promises intense ruby color medium body ripe black fruits round persistent tannins,Malbec,positive
1049,Tikal Amorío Malbec 2021,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",JUST Amazing Great healthy healthy tasty wine Wine organic cultivation vinification clarification filtration Wine intense purple color Great structure texture mouth Nose fruits In bioca tannins acidity super integrated Flavor chocolate Pô  A wine makes open bottle,Malbec,positive
1050,Tikal Amorío Malbec 2021,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Excellent wine It unanimous table Also creation great Ernesto CatenaTikal expect result,Malbec,positive
1051,Tikal Amorío Malbec 2021,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",A great wine perfect balance acidity tannins,Malbec,positive
1052,Tikal Amorío Malbec 2021,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",This Argentine malbec doubt Fruity soft great body persistence A pricey delivers promises,Malbec,positive
1053,Tikal Amorío Malbec 2021,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Very  Very woody intense body Soft  The aroma reminiscent oak smoke,Malbec,neutral
0,Anderson Hill O Series Chardonnay 2018,"Lenswood, Austrália",,Buttery structured balanced Chardonnay,Chardonnay,positive
1,Anderson Hill O Series Chardonnay 2018,"Lenswood, Austrália",,Excellent white wine tears abundance present acidity vanilla,Chardonnay,positive
2,Anderson Hill O Series Chardonnay 2018,"Lenswood, Austrália",,Show,Chardonnay,neutral
3,Anderson Hill O Series Chardonnay 2018,"Lenswood, Austrália",,Use 50,Chardonnay,neutral
4,Anderson Hill O Series Chardonnay 2018,"Lenswood, Austrália",,Excellent wine,Chardonnay,positive
5,Anderson Hill O Series Chardonnay 2018,"Lenswood, Austrália",,Smooth French oak Nutmeg buttery flavours,Chardonnay,positive
6,Anderson Hill O Series Chardonnay 2018,"Lenswood, Austrália",,Delicious,Chardonnay,positive
7,Anderson Hill O Series Chardonnay 2018,"Lenswood, Austrália",,Surprisingly,Chardonnay,neutral
8,Anderson Hill O Series Chardonnay 2018,"Lenswood, Austrália",,I prove,Chardonnay,neutral
9,Anderson Hill O Series Chardonnay 2018,"Lenswood, Austrália",,Apricot nectarine butter nose lightly oaked beautifully smooth,Chardonnay,positive
10,Anderson Hill O Series Chardonnay 2018,"Lenswood, Austrália",,I havent greatest run Anderson hill Chardonnay didnt change mind much Dominant notes honey nose dried fruit Quite sweet smelling Acidity fairly high full body rounded Chardonnay Quite intense flavour stone fruit slight creamy texture Just lacking complexity didnt rushing back more,Chardonnay,neutral
14,Domaine Buisson Battault Meursault-Charmes Premier Cru 2015,"Meursault Premier Cru, França","Massa, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles, Carne curada",Give air time At intense nose dominant earthy oak wet wood tones Later fruity balanced Full body complex taste oak white stone fruit nuts more Medium acidity balanced long aftertaste Cant beat Genevrieres nice,Chardonnay,positive
15,Domaine Buisson Battault Meursault-Charmes Premier Cru 2015,"Meursault Premier Cru, França","Massa, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles, Carne curada",Top,Chardonnay,positive
16,Domaine Buisson Battault Meursault-Charmes Premier Cru 2015,"Meursault Premier Cru, França","Massa, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles, Carne curada",ripe red apple lean profile meursault,Chardonnay,neutral
17,Domaine Buisson Battault Meursault-Charmes Premier Cru 2015,"Meursault Premier Cru, França","Massa, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles, Carne curada",Unthinkable,Chardonnay,neutral
18,Domaine Buisson Battault Meursault-Charmes Premier Cru 2015,"Meursault Premier Cru, França","Massa, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles, Carne curada",90100,Chardonnay,neutral
19,Domaine Buisson Battault Meursault-Charmes Premier Cru 2015,"Meursault Premier Cru, França","Massa, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles, Carne curada",Miss fruit nose oily aftertaste soft acids toasted bread,Chardonnay,neutral
20,Domaine Buisson Battault Meursault-Charmes Premier Cru 2015,"Meursault Premier Cru, França","Massa, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles, Carne curada",Well woody,Chardonnay,neutral
22,Domaine Buisson Battault Meursault-Charmes Premier Cru 2015,"Meursault Premier Cru, França","Massa, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles, Carne curada",Fantastic fresh Meursault,Chardonnay,positive
31,Ruinart Blanc de Blancs Brut Champagne N.V.,"Champagne, França","Carne de porco, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles",Fine persistent perlage Mineral toasted yeast apple aromas Medium body great volume creamy sour great acidity,Chardonnay,positive
32,Ruinart Blanc de Blancs Brut Champagne N.V.,"Champagne, França","Carne de porco, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles",Excellent champagne Very elegant aromas bread yeast Intense perlage fine bubbles Memorable My sisters birthday I recommend,Chardonnay,positive
33,Ruinart Blanc de Blancs Brut Champagne N.V.,"Champagne, França","Carne de porco, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles",Very good slightly aggressive finishing touch Initial flavor 10 10 Final flavor 7 10 Acidity 8 10 Price quality expensive,Chardonnay,neutral
34,Ruinart Blanc de Blancs Brut Champagne N.V.,"Champagne, França","Carne de porco, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles",Super revisit love celebrating Christmas The nonsacred Spectacular balance lively elegant unctuous short,Chardonnay,positive
35,Ruinart Blanc de Blancs Brut Champagne N.V.,"Champagne, França","Carne de porco, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles",Light refreshing delicate perlage Champagne chosen open table Abades Triana restaurant Seville Health,Chardonnay,neutral
36,Ruinart Blanc de Blancs Brut Champagne N.V.,"Champagne, França","Carne de porco, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles",One classic 100 Chadornnay fine persistent striking perlage Floral aromas light wood Great freshness elegance Health,Chardonnay,positive
37,Ruinart Blanc de Blancs Brut Champagne N.V.,"Champagne, França","Carne de porco, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles",Fantástico It presents intense yeast great persistence nose Balanced great aftertaste In mouth great attack I repeat easy,Chardonnay,positive
38,Ruinart Blanc de Blancs Brut Champagne N.V.,"Champagne, França","Carne de porco, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles",46 Lighter Brut exceptional First champagne pleasant warming up little,Chardonnay,neutral
39,Ruinart Blanc de Blancs Brut Champagne N.V.,"Champagne, França","Carne de porco, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles",Spectacular aroma toasted bread freshness straw yellow persistent perlage Elegant brut fills mouth perfect acidity Excellent experience,Chardonnay,positive
40,Ruinart Blanc de Blancs Brut Champagne N.V.,"Champagne, França","Carne de porco, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles",Great Champagne medium straw yellow body floral white fruits fine consistent perlage bread crust yeast creaminess persistent,Chardonnay,positive
41,Ruinart Blanc de Blancs Brut Champagne N.V.,"Champagne, França","Carne de porco, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles",One classic Beautiful Blanc Blanc Smooth creamy soft Beautiful perlage That acidity wash mouth I repeat I can,Chardonnay,neutral
42,Ruinart Blanc de Blancs Brut Champagne N.V.,"Champagne, França","Carne de porco, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles",Bought 2016 Integration champagne On point acidity minerality aftertaste toasted aroma desired oxidation Amazing toast toast toast minerals,Chardonnay,positive
43,Ruinart Blanc de Blancs Brut Champagne N.V.,"Champagne, França","Carne de porco, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles",Tasting Note September 12 2019 Magnificent champagne oldest house France Clear straw yellow color aromas toast green fruits Fine passionate bubble,Chardonnay,neutral
44,Ruinart Blanc de Blancs Brut Champagne N.V.,"Champagne, França","Carne de porco, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles",Elegant fragrant champagne offers variety smoke toast minerals ripe pears flowers Medium body fine exuberant perlage Long finish persistence,Chardonnay,positive
45,Ruinart Blanc de Blancs Brut Champagne N.V.,"Champagne, França","Carne de porco, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles",Amazing Straw yellow appearance aromas peach apple lemon pineapple It high acidity refreshing Very balanced mouth long finish The experience worth it,Chardonnay,positive
46,Ruinart Blanc de Blancs Brut Champagne N.V.,"Champagne, França","Carne de porco, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles",My favorite champagne vintage harvest white grapes prominent acidity green apple melon long finish,Chardonnay,neutral
47,Ruinart Blanc de Blancs Brut Champagne N.V.,"Champagne, França","Carne de porco, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles",Ruinart Champagne Blanc Blancs Brut made Chardonnay Citrus yellow color glass medium bubble Translucent Rich nose floral notes green apple peach lime brioche almond Exuberant mouth perfectly accompanies aromas great balance creaminess mineral high acidity enhance great freshness wrapped structure elegance Long delicate finish A distinctive champagne Fabulous,Chardonnay,positive
48,Ruinart Blanc de Blancs Brut Champagne N.V.,"Champagne, França","Carne de porco, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles",Visit Ruinart Reins Champagne Beautiful maison interesting visit excellent wines This label produced Champenoise method 100 Chardonnay Light yellow fine persistent perlage Aromas apple pear green apple yeast Very tasty elegant Very high acidity Persistent mouth nose,Chardonnay,positive
49,Ruinart Blanc de Blancs Brut Champagne N.V.,"Champagne, França","Carne de porco, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles",Tasted visit beautiful Maison Ruinart 100 Chardonnay Blanc Blancs pale yellow transparent color ultraproductive constant longlasting perlage On nose revealed notes chalk white flowers citrus fruits In mouth pungent acidity causing lot refreshing creaminess Mediumlasting floral aftertaste,Chardonnay,positive
50,Ruinart Blanc de Blancs Brut Champagne N.V.,"Champagne, França","Carne de porco, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles",This Champagne based Chardonnay eccentric lot evolution opening Straw color floral honey balanced balance It bears repeating price range Chandon veuve Clicquot,Chardonnay,neutral
51,Casa Valduga 130 Special Edition Blanc de Blancs N.V.,"Vale dos Vinhedos, Brasil","Carne de porco, Peixe (salmão, atum etc.), Marisco",Fantastic sparkling wine Soft aroma peach pineapple bread vanilla Very light acidity medium body delicate finish,Chardonnay,positive
52,Casa Valduga 130 Special Edition Blanc de Blancs N.V.,"Vale dos Vinhedos, Brasil","Carne de porco, Peixe (salmão, atum etc.), Marisco",Excellent bubbly Surprised me 36 months maturation 100 Chardonnay A spectacular Brazilian Casa Valduga Note 45 peace mind,Chardonnay,positive
53,Casa Valduga 130 Special Edition Blanc de Blancs N.V.,"Vale dos Vinhedos, Brasil","Carne de porco, Peixe (salmão, atum etc.), Marisco",One national sparkling wines Ive had Im shooting here Complex excellent acidity drink Too expensive,Chardonnay,positive
54,Casa Valduga 130 Special Edition Blanc de Blancs N.V.,"Vale dos Vinhedos, Brasil","Carne de porco, Peixe (salmão, atum etc.), Marisco",High quality sparkling wine Creamy perfect acidity long aftertaste notes peach pear almonds brioche Wonderful,Chardonnay,positive
55,Casa Valduga 130 Special Edition Blanc de Blancs N.V.,"Vale dos Vinhedos, Brasil","Carne de porco, Peixe (salmão, atum etc.), Marisco",Horaculo Meeting 091521 spectacular brazuca sparkling wine lives fame Long perlage small bubbles ideal acidity complex aromas,Chardonnay,positive
56,Casa Valduga 130 Special Edition Blanc de Blancs N.V.,"Vale dos Vinhedos, Brasil","Carne de porco, Peixe (salmão, atum etc.), Marisco",Maintained review sensational sparkling wine Im meet champagne surpasses brazuca Abundant buttery perlage,Chardonnay,neutral
57,Casa Valduga 130 Special Edition Blanc de Blancs N.V.,"Vale dos Vinhedos, Brasil","Carne de porco, Peixe (salmão, atum etc.), Marisco",For sparkling wine 3 Brazil 100 chardonnay 36 months aging Evolved lot flavor Great work Valduga,Chardonnay,positive
58,Casa Valduga 130 Special Edition Blanc de Blancs N.V.,"Vale dos Vinhedos, Brasil","Carne de porco, Peixe (salmão, atum etc.), Marisco",43 Very sparkling creamy white fruits light citrus present autolysis Excellent acidity persistent bubbles long finish,Chardonnay,positive
59,Casa Valduga 130 Special Edition Blanc de Blancs N.V.,"Vale dos Vinhedos, Brasil","Carne de porco, Peixe (salmão, atum etc.), Marisco",One taste wonderful national sparkling wine Very refreshing persistent perlage leaves mousse mouth Very good,Chardonnay,positive
60,Casa Valduga 130 Special Edition Blanc de Blancs N.V.,"Vale dos Vinhedos, Brasil","Carne de porco, Peixe (salmão, atum etc.), Marisco",Very good I agree award won Very appearance aroma taste finish Proud Brazilian land giants,Chardonnay,positive
61,Casa Valduga 130 Special Edition Blanc de Blancs N.V.,"Vale dos Vinhedos, Brasil","Carne de porco, Peixe (salmão, atum etc.), Marisco",Can I arrange controversy Today me beats Geisse elegance top I lot,Chardonnay,neutral
62,Casa Valduga 130 Special Edition Blanc de Blancs N.V.,"Vale dos Vinhedos, Brasil","Carne de porco, Peixe (salmão, atum etc.), Marisco",Baita recognized France blanc blanc citrus aromas lemon melon refreshing creaminess enveloping finish One,Chardonnay,neutral
63,Casa Valduga 130 Special Edition Blanc de Blancs N.V.,"Vale dos Vinhedos, Brasil","Carne de porco, Peixe (salmão, atum etc.), Marisco",What charming sparkling wine bright intense fine perlage tasty mouth medium high acidity 100 Chardonnay 36 months aging cellar 12 vol,Chardonnay,positive
64,Casa Valduga 130 Special Edition Blanc de Blancs N.V.,"Vale dos Vinhedos, Brasil","Carne de porco, Peixe (salmão, atum etc.), Marisco",It elected sparkling wine world competition France I sparkling wines world I guarantee good Striking elegant,Chardonnay,neutral
65,Casa Valduga 130 Special Edition Blanc de Blancs N.V.,"Vale dos Vinhedos, Brasil","Carne de porco, Peixe (salmão, atum etc.), Marisco",At home 4623 With Vandas niece From Boccati R18900 They note lower value Tax evasion Pear apple bread Very good,Chardonnay,neutral
66,Casa Valduga 130 Special Edition Blanc de Blancs N.V.,"Vale dos Vinhedos, Brasil","Carne de porco, Peixe (salmão, atum etc.), Marisco",Spectacular sparkling brazuca Very fine abundant perlage dry mediumhigh acidity citrus aromas pineapple brioche End long When over,Chardonnay,positive
67,Casa Valduga 130 Special Edition Blanc de Blancs N.V.,"Vale dos Vinhedos, Brasil","Carne de porco, Peixe (salmão, atum etc.), Marisco",Great Straw yellow Pineapple pear melon aroma Lots creaminess balance freshness mouth filling Intense perlage Very nice,Chardonnay,positive
68,Casa Valduga 130 Special Edition Blanc de Blancs N.V.,"Vale dos Vinhedos, Brasil","Carne de porco, Peixe (salmão, atum etc.), Marisco",Excellent sparkling wine The Valduga x Mario Geisse rivalry triggered excellence Serra Gaúcha sparkling wines wineries surpassing other  Note 46 5,Chardonnay,positive
69,Casa Valduga 130 Special Edition Blanc de Blancs N.V.,"Vale dos Vinhedos, Brasil","Carne de porco, Peixe (salmão, atum etc.), Marisco",The sparkling wine Ive tasted wonder considered world A unique freshness aromas pear pineapple butter brioche Plenty perlage delicious,Chardonnay,positive
70,Casa Valduga 130 Special Edition Blanc de Blancs N.V.,"Vale dos Vinhedos, Brasil","Carne de porco, Peixe (salmão, atum etc.), Marisco",Starting nights work beautiful sparkling wine Casa Valduga Fine persistent perlage balance acidity light notes dried fruit,Chardonnay,neutral
71,Alois Lageder Löwengang Chardonnay 2017,"Südtirol - Alto Adige, Itália","Massa, Marisco, Queijos maduros, Peixes magros, Carne curada",A splendid Italian Chardonnay unique citricity vanilla fruits ripe pineapple mango mouth flavor intense long,Chardonnay,positive
72,Alois Lageder Löwengang Chardonnay 2017,"Südtirol - Alto Adige, Itália","Massa, Marisco, Queijos maduros, Peixes magros, Carne curada",One Ive tasted,Chardonnay,neutral
73,Alois Lageder Löwengang Chardonnay 2017,"Südtirol - Alto Adige, Itália","Massa, Marisco, Queijos maduros, Peixes magros, Carne curada",god,Chardonnay,neutral
74,Alois Lageder Löwengang Chardonnay 2017,"Südtirol - Alto Adige, Itália","Massa, Marisco, Queijos maduros, Peixes magros, Carne curada",Creamy elegant balanced Notes vanilla butter apricot mango  quince candied lemon  zests integrated acidity long finish,Chardonnay,positive
77,Alois Lageder Löwengang Chardonnay 2017,"Südtirol - Alto Adige, Itália","Massa, Marisco, Queijos maduros, Peixes magros, Carne curada",Great Chardonnay Green apple honey butter bold fresh crispy mouth strong minerality acidity kickin back,Chardonnay,positive
78,Alois Lageder Löwengang Chardonnay 2017,"Südtirol - Alto Adige, Itália","Massa, Marisco, Queijos maduros, Peixes magros, Carne curada",Deep lemon colour dominated notes butter vanilla smoke ripe peach pineapple mango Long finish Big wine,Chardonnay,neutral
80,Alois Lageder Löwengang Chardonnay 2017,"Südtirol - Alto Adige, Itália","Massa, Marisco, Queijos maduros, Peixes magros, Carne curada",Fresh crisp chardonnay focus minerals sweet backbone vanilla cream noticeable Perfect balance Expensive chardoanny though,Chardonnay,positive
81,Alois Lageder Löwengang Chardonnay 2017,"Südtirol - Alto Adige, Itália","Massa, Marisco, Queijos maduros, Peixes magros, Carne curada",wow tropical papaya sweet honey suckle grapefruit mango creamy vanilla botrytis late harvest muxed it Amazing chardonnay,Chardonnay,positive
85,Alois Lageder Löwengang Chardonnay 2017,"Südtirol - Alto Adige, Itália","Massa, Marisco, Queijos maduros, Peixes magros, Carne curada",Light golden yellow glass Fragrance Cream Minerals Oak Butter Apricot A wine ennobles upscale meal Elegant acid arc 94p,Chardonnay,positive
86,Alois Lageder Löwengang Chardonnay 2017,"Südtirol - Alto Adige, Itália","Massa, Marisco, Queijos maduros, Peixes magros, Carne curada",Delicate elegant aroma butter honey creamy notes citrus nuts mouth light pleasant acidity connected sweet apricot Round velvety ballanced Outstanding wine,Chardonnay,positive
87,Alois Lageder Löwengang Chardonnay 2017,"Südtirol - Alto Adige, Itália","Massa, Marisco, Queijos maduros, Peixes magros, Carne curada",strawyellow colour lot tension surface slow evolving tears butter peach white pepper lychee fine acidity aftertaste caudalies impressive purity Only 13 ABV I Im impressed freshness smoothness Aloïs Lageder Im,Chardonnay,positive
88,Alois Lageder Löwengang Chardonnay 2017,"Südtirol - Alto Adige, Itália","Massa, Marisco, Queijos maduros, Peixes magros, Carne curada",Excellent Chardonnay Südtirol Honeyapple aroma beautiful yellowgolden color pleasant fresh taste Everything balance,Chardonnay,positive
89,Alois Lageder Löwengang Chardonnay 2017,"Südtirol - Alto Adige, Itália","Massa, Marisco, Queijos maduros, Peixes magros, Carne curada",Great Chardonnay South Tyrol In terms style California lush buttery lightfooted,Chardonnay,positive
90,Alois Lageder Löwengang Chardonnay 2017,"Südtirol - Alto Adige, Itália","Massa, Marisco, Queijos maduros, Peixes magros, Carne curada",Conclusion_45 My ninth year disappointment Mushroom League Distinctive bouquet yellow fruits wood On hand powerful body elegant harmonious Complex aromas mineral salty Extremely persistent Just lot,Chardonnay,neutral
91,Dampt Frères Chablis Grand Cru 'Les Preuses' 2018,"Chablis Grand Cru 'Preuses', França","Carne de porco, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles",No words enjoy,Chardonnay,neutral
108,Dampt Frères Chablis Grand Cru 'Les Preuses' 2018,"Chablis Grand Cru 'Preuses', França","Carne de porco, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles",Golden colour nose shows focused mineral notes combined warm sweetness intense aromas hay yellow melon yellow apple lemon zest cream slight butter feeling On mouth shows hallow ethereal lightness refined dry mediumhigh acidity rounded texture super long spicy bitter finish An amazing balanced white wine,Chardonnay,positive
110,Dampt Frères Chablis Grand Cru 'Les Preuses' 2018,"Chablis Grand Cru 'Preuses', França","Carne de porco, Peixe (salmão, atum etc.), Marisco, Queijos suaves e moles",Outstanding Chablis Pleasant citrus apple honey light cream nose Smooth pleasant palate,Chardonnay,positive
